# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = eibb_regression_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/bmfazio/git-repos/tesis-pucpstat/tesis-rsrc/endes_dump.R
# init = 2 (Default)
# random
#   seed = 3906157448
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,bx.1,bx.2,bx.3,bx.4,bx.5,bx.6,bx.7,bz.1,bz.2,bz.3,bz.4,bz.5,bz.6,bz.7,rho,sigma
# Adaptation terminated
# Step size = 0.231854
# Diagonal elements of inverse mass matrix:
# 0.000334999, 0.000243471, 0.000384148, 0.000636853, 9.5037e-05, 6.08163e-05, 0.00015092, 0.000109505, 6.97973e-05, 0.000107839, 0.000185078, 3.26917e-05, 2.07949e-05, 4.1005e-05, 0.00455467, 6.93995e-05
-57221.6,0.751928,0.231854,4,15,0,57230,-0.85501,0.102171,-0.0559785,-0.00901193,0.00355022,-0.0369123,0.173601,0.348103,0.0819968,-0.0459523,-0.0265754,0.0226717,-0.03847,0.139523,0.0442622,0.529107
-57224.3,0.86285,0.231854,4,15,0,57229.3,-0.855551,0.0979898,-0.0364153,-0.036995,-0.0134216,-0.0283495,0.183338,0.353815,0.0835198,-0.0434954,-0.0304749,0.0269356,-0.0450324,0.140384,0.0446501,0.526623
-57220.8,0.974577,0.231854,4,15,0,57230.7,-0.819416,0.0728278,-0.078365,-0.0479128,-0.00573184,-0.0378672,0.182905,0.365637,0.0861525,-0.0487772,-0.0548178,0.0237723,-0.0412907,0.129688,0.0434755,0.524667
-57220.1,0.996897,0.231854,4,31,0,57225.1,-0.854091,0.0866867,-0.0184284,0.00518022,0.00338503,-0.0454381,0.190588,0.371159,0.0867582,-0.068571,-0.0633703,0.0219379,-0.039553,0.126604,0.0471712,0.52569
-57220.8,0.939966,0.231854,4,15,0,57224.9,-0.839254,0.0752013,-0.050804,0.00977422,0.0096415,-0.0480175,0.184667,0.364804,0.0812267,-0.07042,-0.0643862,0.0193989,-0.0353858,0.12841,0.0460542,0.519808
-57220.7,0.994762,0.231854,4,15,0,57224.4,-0.861178,0.0838999,-0.0563379,-0.00841839,-0.00135311,-0.0369506,0.178837,0.35982,0.0856258,-0.0468507,-0.0474536,0.0292825,-0.0420415,0.127875,0.0451951,0.521263
-57223.2,0.974569,0.231854,4,15,0,57229.5,-0.844464,0.0890912,-0.0303306,-0.0400751,-0.010294,-0.0327294,0.167187,0.346693,0.090638,-0.0567649,-0.0402294,0.0172478,-0.0366566,0.140655,0.0422826,0.527281
-57224.6,0.826385,0.231854,4,31,0,57232.7,-0.864113,0.0794219,-0.0169752,-0.0180455,-0.0157917,-0.0290006,0.167984,0.357456,0.0905226,-0.0632162,-0.0466638,0.0242373,-0.040103,0.140182,0.0455799,0.527316
-57227.1,0.920894,0.231854,4,15,0,57236.1,-0.828617,0.104984,-0.0940808,-0.029267,0.000710463,-0.0470702,0.18141,0.375493,0.0690811,-0.0443355,-0.0672275,0.0304799,-0.0404039,0.124789,0.0413077,0.521817
-57226.1,0.895626,0.231854,4,15,0,57236.8,-0.816862,0.0841316,-0.0791529,-0.0394374,-0.00155546,-0.0307406,0.176685,0.362405,0.0863456,-0.0705344,-0.0594965,0.0171075,-0.0390514,0.129242,0.0452251,0.532037
-57222.4,0.963663,0.231854,4,15,0,57232,-0.872863,0.080986,-0.0225343,0.00979706,0.00876214,-0.0469439,0.19791,0.365959,0.0832095,-0.0468631,-0.0469307,0.0266366,-0.038542,0.132077,0.0465333,0.519968
-57226.8,0.791439,0.231854,4,31,0,57235,-0.843835,0.11418,-0.0788133,-0.0430954,0.0101988,-0.0416528,0.168055,0.358976,0.091811,-0.0580512,-0.053664,0.024641,-0.0374061,0.136344,0.0412013,0.532817
-57227.5,0.978337,0.231854,4,15,0,57237,-0.813868,0.0437932,-0.0460453,-0.0164505,-0.0057984,-0.0357617,0.183872,0.376409,0.0739878,-0.0644643,-0.0776332,0.0310834,-0.0385738,0.12473,0.0455509,0.523641
-57222.4,0.992358,0.231854,5,47,0,57234,-0.863242,0.102859,-0.0533903,0.016957,0.00770925,-0.0382534,0.196171,0.364627,0.0941535,-0.0675371,-0.0765365,0.0244533,-0.0384767,0.126223,0.0456052,0.524849
-57223.5,0.954868,0.231854,4,15,0,57228.5,-0.842908,0.068163,-0.0394626,-0.0171432,-0.0118631,-0.035855,0.170013,0.374028,0.0699489,-0.0516318,-0.0542355,0.0285481,-0.0415755,0.13321,0.0425216,0.527801
-57221.6,0.981887,0.231854,4,15,0,57228.8,-0.834461,0.0969546,-0.0876669,-0.0506963,0.0137234,-0.0444098,0.180029,0.356656,0.0868055,-0.0528559,-0.0411746,0.0210157,-0.038131,0.130171,0.0435909,0.525515
-57221.4,0.856781,0.231854,3,15,0,57231.6,-0.836291,0.0809055,-0.0363192,-0.0186936,0.0192147,-0.044404,0.181358,0.3621,0.0768254,-0.0526282,-0.0453659,0.0229859,-0.0358551,0.133504,0.0482659,0.523463
-57223.9,0.96838,0.231854,3,7,0,57227.3,-0.838262,0.0788272,-0.0368483,-0.0198787,0.0209536,-0.0434466,0.184119,0.362542,0.0745796,-0.0513112,-0.0445305,0.0234362,-0.0346306,0.131435,0.0491435,0.523665
-57220.5,0.991196,0.231854,4,31,0,57233.9,-0.855865,0.0774529,-0.0393831,-0.00687069,-0.00487705,-0.0424807,0.175653,0.359918,0.0807514,-0.0545749,-0.0481713,0.0203325,-0.0370536,0.136364,0.0446094,0.519887
-57223.5,0.913659,0.231854,4,15,0,57227.6,-0.846809,0.080242,-0.0407967,0.00559817,-0.00482966,-0.0407478,0.172212,0.361427,0.0813445,-0.0537261,-0.0448123,0.0231544,-0.0381544,0.129728,0.0452847,0.516607
-57221,0.995448,0.231854,4,31,0,57226.5,-0.855001,0.0962657,-0.0444183,-0.0114024,-0.00927331,-0.0307449,0.193767,0.360315,0.0886111,-0.0571498,-0.0488547,0.0251126,-0.0397006,0.13399,0.0464439,0.525532
-57227.5,0.832218,0.231854,4,15,0,57230,-0.849912,0.0578441,-0.0297701,0.043436,-0.0192314,-0.0296353,0.190628,0.368029,0.0801606,-0.054914,-0.0550827,0.0253543,-0.0390815,0.126027,0.0456467,0.521558
-57224.9,0.996535,0.231854,4,15,0,57233.9,-0.858867,0.066672,-0.0184866,0.0158961,-0.0179631,-0.0297986,0.191241,0.363961,0.0802509,-0.0548768,-0.0624517,0.0208064,-0.0408473,0.123869,0.0449815,0.520799
-57226.5,0.988878,0.231854,4,15,0,57232.9,-0.867089,0.0752913,-0.0282029,0.0185402,-0.023323,-0.0295245,0.190977,0.364678,0.0837577,-0.0508583,-0.0583423,0.0231059,-0.0390319,0.118689,0.0426575,0.522242
-57223,0.922308,0.231854,5,31,0,57234.5,-0.889616,0.0863144,-0.0332277,0.0378691,-0.0102856,-0.0291988,0.199166,0.372609,0.0778803,-0.0520272,-0.066119,0.0288364,-0.0408832,0.13049,0.0483547,0.524857
-57220.5,0.891421,0.231854,4,31,0,57231.7,-0.828126,0.0672379,-0.0511628,-0.0301918,0.000896785,-0.0527161,0.183047,0.355505,0.0934778,-0.0572396,-0.0513162,0.0229476,-0.0377037,0.132365,0.0443017,0.522187
-57221.2,0.911897,0.231854,4,15,0,57226.1,-0.823538,0.0719783,-0.0478413,-0.0226936,0.0137153,-0.0479011,0.169305,0.352822,0.0864625,-0.0514979,-0.0360534,0.0296109,-0.0418138,0.135839,0.0455748,0.527405
-57220.9,0.890628,0.231854,4,15,0,57225.9,-0.846206,0.0914658,-0.071937,-0.0111131,-0.0107959,-0.032797,0.187354,0.369944,0.0808707,-0.0655495,-0.0615378,0.0232205,-0.0369401,0.128912,0.0455124,0.527093
-57224.7,0.967945,0.231854,4,15,0,57229.3,-0.857732,0.0844103,-0.0533762,0.0108434,0.0108794,-0.0406848,0.19046,0.365266,0.0834641,-0.0423189,-0.030509,0.0299712,-0.0464043,0.136118,0.0443914,0.520696
-57224.7,0.86974,0.231854,4,15,0,57241.9,-0.843348,0.0805904,-0.0386858,-0.0107519,0.00900006,-0.0410107,0.182881,0.358708,0.0815253,-0.0398565,-0.0340583,0.0311058,-0.043665,0.131971,0.0508525,0.51966
-57222.3,0.827851,0.231854,3,7,0,57230.7,-0.857411,0.089851,-0.0647865,-0.0158094,0.00544283,-0.0465261,0.183506,0.366781,0.0885698,-0.0463407,-0.0439096,0.0194481,-0.0397036,0.131704,0.0485383,0.520372
-57221.1,1,0.231854,3,15,0,57225.3,-0.835503,0.0935064,-0.0607539,-0.0212915,0.00354682,-0.0418457,0.183677,0.351927,0.0889187,-0.0635846,-0.0488677,0.0230786,-0.0385868,0.131859,0.046313,0.523069
-57226.5,0.972343,0.231854,4,15,0,57228.2,-0.838251,0.0914018,-0.0800887,-0.0432689,0.0103039,-0.0458837,0.177187,0.360296,0.0987281,-0.0549917,-0.0492913,0.0164746,-0.0369874,0.134736,0.0477105,0.527635
-57222.3,0.959372,0.231854,4,15,0,57232.4,-0.811546,0.0835041,-0.0804371,-0.0365656,0.0116984,-0.0455026,0.171541,0.367396,0.0715243,-0.0568299,-0.0541297,0.0278307,-0.0392946,0.131434,0.0400339,0.52652
-57225.7,0.995619,0.231854,4,31,0,57228.2,-0.877179,0.0785776,-0.0271514,0.023867,0.0109419,-0.0442425,0.197809,0.354779,0.0959952,-0.0583037,-0.0504333,0.0200142,-0.0319041,0.12989,0.0539172,0.519835
-57231.2,0.802413,0.231854,4,31,0,57242.8,-0.80357,0.0721776,-0.068565,-0.0628116,0.00224708,-0.0286833,0.167204,0.367898,0.070297,-0.0497006,-0.0579456,0.0326719,-0.0433508,0.122627,0.041485,0.532506
-57226.4,1,0.231854,4,31,0,57241,-0.836798,0.104264,-0.0797892,-0.00161564,0.019123,-0.0602888,0.186389,0.351329,0.0879733,-0.0597754,-0.049061,0.0169434,-0.0328231,0.13235,0.0474106,0.517218
-57222,0.988654,0.231854,4,15,0,57234.5,-0.86099,0.0969765,-0.0366817,-0.0235303,0.00923085,-0.0469744,0.178112,0.370622,0.0825518,-0.0608819,-0.0532391,0.0253647,-0.0403867,0.135531,0.0454084,0.516881
-57222.6,0.979784,0.231854,4,15,0,57226.1,-0.831679,0.0894332,-0.0762974,-0.0235506,0.017622,-0.0500579,0.183893,0.362558,0.0756677,-0.0472956,-0.0568137,0.0178757,-0.0341393,0.130214,0.0461762,0.530653
-57220.7,0.946513,0.231854,5,31,0,57228.2,-0.851418,0.0816791,-0.0665864,0.00615329,-0.000343087,-0.0432106,0.200798,0.370297,0.0825926,-0.0599298,-0.0658911,0.0255424,-0.0373619,0.120879,0.0443496,0.52143
-57221,0.929799,0.231854,4,31,0,57227,-0.864369,0.0917542,-0.0323888,0.00897123,0.00484869,-0.0485263,0.197813,0.367159,0.0738646,-0.0549684,-0.0525942,0.0191119,-0.0375563,0.13039,0.0483499,0.51769
-57225.4,0.81942,0.231854,4,15,0,57232.4,-0.882832,0.105456,-0.0435657,0.000674824,0.0186663,-0.0377659,0.181812,0.367333,0.0879123,-0.0632453,-0.0721454,0.022333,-0.0389403,0.126793,0.0501908,0.522776
-57231.3,0.834186,0.231854,4,15,0,57242.1,-0.842069,0.0852238,-0.0456791,0.00889874,0.00973546,-0.0531324,0.199724,0.369158,0.0521772,-0.0484161,-0.0332516,0.017122,-0.0372848,0.139589,0.0459244,0.523338
-57233.8,0.955592,0.231854,3,7,0,57239.9,-0.834017,0.0698253,-0.0455098,-0.0236153,0.00688446,-0.049961,0.201504,0.368592,0.0556191,-0.0406862,-0.0291447,0.0168385,-0.0341609,0.135709,0.0453755,0.5232
-57230.7,0.999018,0.231854,4,31,0,57240.2,-0.823147,0.0799473,-0.0647066,-0.0305164,0.00690395,-0.0481937,0.183131,0.361907,0.053851,-0.0437054,-0.0292388,0.0162465,-0.0346549,0.13487,0.0486528,0.520118
-57221.1,0.981475,0.231854,4,15,0,57237.6,-0.816189,0.0847887,-0.076537,-0.0576326,0.0188019,-0.0494043,0.164506,0.370787,0.0764857,-0.0564125,-0.0588517,0.0234234,-0.0403927,0.130842,0.0447642,0.520378
-57220.7,0.832826,0.231854,4,15,0,57226.1,-0.810127,0.0764676,-0.0615685,-0.038052,0.0100021,-0.0500212,0.17103,0.347631,0.0964373,-0.0536456,-0.0463234,0.0192661,-0.0349185,0.135433,0.0447401,0.529581
-57222.6,0.962836,0.231854,4,15,0,57228,-0.82003,0.0903762,-0.06734,-0.0324913,0.0140909,-0.0553246,0.166001,0.354508,0.0793004,-0.0601927,-0.050507,0.0171182,-0.0314729,0.13695,0.0412214,0.524036
-57222.9,0.857092,0.231854,5,31,0,57229.5,-0.848689,0.087032,-0.0528396,-0.0293849,-0.0198946,-0.0337,0.183181,0.365657,0.080375,-0.0641749,-0.0398373,0.0239349,-0.0398597,0.129896,0.0441132,0.520796
-57225.6,0.886978,0.231854,4,15,0,57231.4,-0.845856,0.0802475,-0.0431322,0.00590413,0.0262981,-0.044945,0.195117,0.369929,0.0882522,-0.0633353,-0.065139,0.0187944,-0.0443953,0.12064,0.0447206,0.523238
-57224.3,0.988009,0.231854,5,31,0,57230.6,-0.845121,0.0813119,-0.0807631,-0.0146,0.0118311,-0.027516,0.179387,0.358802,0.0928709,-0.0461799,-0.0497958,0.0278087,-0.0425138,0.132907,0.0461684,0.521947
-57222.4,0.92887,0.231854,3,7,0,57233.2,-0.857844,0.08884,-0.0541034,-0.0334171,0.00511305,-0.0383126,0.19501,0.35693,0.0897118,-0.0555418,-0.0393295,0.0249795,-0.0407178,0.132456,0.0469785,0.526672
-57224.2,0.900957,0.231854,3,15,0,57232,-0.844782,0.0869349,-0.0446718,-0.0191099,0.0111114,-0.0392529,0.187808,0.35536,0.092837,-0.0363905,-0.0505693,0.0215236,-0.0407756,0.137143,0.0455729,0.524345
-57219.5,0.996275,0.231854,4,15,0,57228.6,-0.848277,0.0916093,-0.0522434,0.00167426,0.00141724,-0.0433125,0.184209,0.363696,0.0804952,-0.0688856,-0.0528715,0.0174754,-0.0366657,0.133015,0.0423969,0.524997
-57222.4,0.896035,0.231854,4,15,0,57224.8,-0.820336,0.0577596,-0.0602142,-0.0303493,0.00881091,-0.0473672,0.181921,0.344198,0.0937141,-0.0376113,-0.0377491,0.024577,-0.0407829,0.130073,0.0456368,0.524956
-57225.3,0.973912,0.231854,4,31,0,57229.9,-0.876756,0.106362,-0.00910017,-0.0154665,-0.00917391,-0.0274251,0.181303,0.376547,0.0745117,-0.0738873,-0.0677649,0.0212222,-0.0405687,0.1256,0.0451929,0.527071
-57223.6,0.612059,0.231854,4,31,0,57239.7,-0.826888,0.0833181,-0.0748541,0.0187786,0.020906,-0.0552888,0.18454,0.362292,0.085507,-0.0489114,-0.0559482,0.0209198,-0.0375447,0.12719,0.0445431,0.521856
-57227.4,0.911783,0.231854,4,31,0,57236.4,-0.825394,0.0717701,-0.0668121,-0.0792483,-0.0108811,-0.0272208,0.167534,0.358248,0.0904548,-0.0609258,-0.0578113,0.0329247,-0.0423367,0.131993,0.0476679,0.525132
-57224.5,0.970237,0.231854,4,15,0,57234,-0.851267,0.0730246,-0.0524993,-0.0154585,-0.0189188,-0.0358068,0.17358,0.374882,0.0840375,-0.0672353,-0.0618282,0.0285452,-0.0452532,0.124615,0.0444741,0.51964
-57226.4,0.650488,0.231854,4,15,0,57237.5,-0.853212,0.0852937,-0.0481145,0.0128128,0.0243725,-0.059129,0.189512,0.359373,0.080058,-0.0529573,-0.0655738,0.0156101,-0.0362397,0.125363,0.0454068,0.520424
-57224.7,0.954552,0.231854,5,31,0,57232.3,-0.842944,0.0815339,-0.0599044,-0.00737841,-0.0161566,-0.024008,0.182679,0.361477,0.086879,-0.0459082,-0.0451136,0.0219116,-0.0445494,0.130467,0.0413294,0.52947
-57222.2,0.995793,0.231854,5,31,0,57230.1,-0.840282,0.0742631,-0.0723635,-0.0337215,-0.00897465,-0.0257235,0.175159,0.367485,0.0805258,-0.0603184,-0.0595609,0.028947,-0.0455125,0.128939,0.041931,0.525304
-57221.6,0.940629,0.231854,4,31,0,57232.1,-0.827323,0.0637007,-0.0435649,-0.0335601,0.00272155,-0.0334896,0.176563,0.368945,0.0758302,-0.0590402,-0.0454075,0.0261246,-0.0406922,0.136026,0.0428137,0.527891
-57222.4,0.95131,0.231854,3,15,0,57230.1,-0.836678,0.0714822,-0.0291326,-0.0224833,0.0157974,-0.0458555,0.176906,0.355656,0.0757391,-0.0497871,-0.0476039,0.016635,-0.0373732,0.132011,0.0462924,0.526997
-57223.4,0.970059,0.231854,4,31,0,57230.6,-0.829042,0.0759059,-0.0267449,-0.0252687,0.0134615,-0.0437575,0.171077,0.359408,0.0730834,-0.0516556,-0.0475587,0.0246335,-0.0350727,0.131867,0.0442035,0.528251
-57225.4,0.762782,0.231854,4,15,0,57231.9,-0.826714,0.0821278,-0.0479955,-0.0280215,0.00393388,-0.0442257,0.17621,0.36647,0.0935589,-0.0756358,-0.0611272,0.0207334,-0.0427955,0.137735,0.044852,0.521627
-57221.4,0.980192,0.231854,4,23,0,57231.4,-0.843309,0.0678494,-0.0449509,-0.0221834,-0.00173599,-0.0394167,0.184535,0.351812,0.097047,-0.0685654,-0.0424205,0.0238297,-0.0373256,0.135643,0.0449175,0.5267
-57225.3,0.904244,0.231854,4,15,0,57232.5,-0.870207,0.105262,-0.0497221,0.0187796,-0.00671115,-0.034334,0.184174,0.36854,0.0761919,-0.0346793,-0.0530668,0.0314814,-0.0474289,0.131788,0.0423826,0.525904
-57222,0.988552,0.231854,4,15,0,57230.3,-0.854667,0.0884096,-0.045977,-0.0309788,-0.0101744,-0.0326664,0.184627,0.372375,0.0822648,-0.0697187,-0.0429801,0.0276944,-0.0437264,0.131836,0.0490345,0.521103
-57224,0.972487,0.231854,4,15,0,57228.9,-0.830091,0.0755654,-0.0518311,-0.0413209,0.00573437,-0.0366909,0.159951,0.381511,0.0810229,-0.0677875,-0.0773979,0.0273448,-0.041282,0.125591,0.047195,0.519185
-57220,0.977033,0.231854,4,15,0,57227.7,-0.845835,0.0865607,-0.055807,-0.0353858,-0.00475115,-0.039682,0.179662,0.362934,0.0937173,-0.0622749,-0.0585798,0.0225941,-0.0384282,0.123416,0.0462642,0.522883
-57226.7,0.761533,0.231854,4,15,0,57231.2,-0.837585,0.0606707,-0.028494,0.0440364,0.0107123,-0.0533293,0.191064,0.351626,0.0831091,-0.0533364,-0.0484687,0.016689,-0.0397918,0.136359,0.044303,0.528672
-57234.1,0.862857,0.231854,3,7,0,57239.9,-0.846939,0.0528178,-0.0323701,0.0529127,0.0148467,-0.0526699,0.183624,0.36098,0.085221,-0.0600484,-0.0405513,0.0168787,-0.0388577,0.137817,0.0426822,0.533538
-57226.9,1,0.231854,4,15,0,57238.1,-0.836197,0.0664169,-0.026793,0.0430168,0.0182669,-0.0497832,0.186811,0.348556,0.0829453,-0.0557323,-0.0463382,0.0131807,-0.037357,0.139414,0.0421935,0.527781
-57227.5,0.978286,0.231854,4,15,0,57234,-0.838543,0.0679881,-0.0282509,0.0378277,0.0131383,-0.0561714,0.19131,0.349521,0.0849312,-0.0562975,-0.0407893,0.0146028,-0.0321255,0.130398,0.0398084,0.526807
-57224,0.99956,0.231854,4,15,0,57232.5,-0.836914,0.0722077,-0.0407618,0.0370347,0.0235007,-0.0544447,0.198036,0.350708,0.0848344,-0.0553685,-0.0485257,0.0147953,-0.0335883,0.132366,0.0414636,0.526453
-57224.3,0.9878,0.231854,4,31,0,57230.7,-0.83224,0.068149,-0.041599,0.0289147,0.0128701,-0.0577039,0.201879,0.345742,0.0884031,-0.048923,-0.0424972,0.0157543,-0.0325111,0.133786,0.0414812,0.526448
-57221,0.800025,0.231854,4,31,0,57234.9,-0.881606,0.10131,-0.0198223,0.00729424,0.00315369,-0.0354805,0.198407,0.369035,0.0861648,-0.0605056,-0.0581264,0.0229878,-0.0423071,0.125857,0.047507,0.523818
-57224.8,0.837339,0.231854,4,15,0,57232.1,-0.860606,0.084014,-0.0394013,0.0317729,-0.00508956,-0.0538552,0.18993,0.377783,0.081533,-0.0592801,-0.0704282,0.0232823,-0.039782,0.129053,0.0502728,0.516367
-57224.9,0.965244,0.231854,4,15,0,57231.1,-0.865981,0.082097,-0.0134888,0.0118363,0.0110799,-0.0351121,0.205273,0.362581,0.0788025,-0.057172,-0.0501881,0.0278093,-0.0413212,0.128152,0.0436791,0.528121
-57223,0.979723,0.231854,3,7,0,57229.6,-0.864142,0.079919,-0.032444,0.0229687,0.00830595,-0.0362208,0.199479,0.36225,0.0812965,-0.0618903,-0.0431419,0.0243964,-0.0413345,0.126558,0.0436695,0.527623
-57223.8,0.887343,0.231854,4,23,0,57229.3,-0.851401,0.10057,-0.0499347,-0.000328916,-0.00380304,-0.0454531,0.171209,0.360546,0.0843235,-0.0564368,-0.0496448,0.0238139,-0.0385795,0.128193,0.0497012,0.518009
-57220.6,0.880949,0.231854,4,31,0,57229.8,-0.859701,0.0881604,-0.0338525,-0.00914192,-0.00846236,-0.0424377,0.184645,0.362593,0.0817341,-0.0553745,-0.0542388,0.0234222,-0.0354018,0.130843,0.0515666,0.520413
-57219.9,0.988993,0.231854,4,15,0,57224.1,-0.842444,0.0891786,-0.0563501,-0.000163703,0.00101536,-0.0497014,0.184688,0.358808,0.0858001,-0.0588864,-0.0553308,0.0279052,-0.0380238,0.129163,0.0423638,0.529517
-57222,0.963119,0.231854,4,15,0,57224.5,-0.834349,0.0825528,-0.0414448,0.0173547,0.00476248,-0.0498207,0.180087,0.359203,0.0858304,-0.0573992,-0.0603971,0.029736,-0.0400035,0.12671,0.0414674,0.529719
-57220.4,0.861772,0.231854,4,15,0,57227.9,-0.828487,0.0754871,-0.0707441,-0.0360797,0.0032054,-0.0329362,0.172226,0.354701,0.0901075,-0.0573144,-0.0385512,0.0235321,-0.0394712,0.135067,0.0470835,0.521229
-57223.9,0.903308,0.231854,4,15,0,57232.4,-0.816897,0.0556989,-0.0638662,-0.0201308,-0.00671606,-0.0480805,0.165478,0.346874,0.0907031,-0.0444751,-0.0425389,0.0252979,-0.0374393,0.135647,0.0463016,0.529159
-57222.6,0.866006,0.231854,4,15,0,57230.6,-0.843772,0.111104,-0.0557789,-0.00463475,-0.00347361,-0.0414298,0.171715,0.361893,0.0827016,-0.0631596,-0.0519509,0.0236781,-0.0393368,0.136203,0.0426715,0.523328
-57223.1,0.9888,0.231854,4,15,0,57227.8,-0.834381,0.0832303,-0.0529069,-0.0393066,-0.000504763,-0.0325954,0.179591,0.37703,0.0664612,-0.0623748,-0.0680768,0.0248763,-0.0422124,0.124092,0.0434108,0.528211
-57224,0.952491,0.231854,4,15,0,57237.3,-0.830002,0.0825087,-0.0528897,-0.0205312,0.014533,-0.0494341,0.181009,0.346483,0.0954327,-0.0641456,-0.0506101,0.0223052,-0.0373665,0.134697,0.037402,0.530901
-57220.5,0.807703,0.231854,4,15,0,57232.8,-0.857539,0.0860176,-0.0491924,-0.0118693,-0.00482207,-0.0361718,0.175975,0.370652,0.0843101,-0.0555237,-0.0693256,0.0205173,-0.0401651,0.130752,0.0454095,0.525233
-57221.8,0.976814,0.231854,4,15,0,57226.2,-0.844495,0.0981323,-0.0640979,-0.02945,0.016276,-0.054617,0.177762,0.366069,0.0779953,-0.0500529,-0.0458506,0.0214315,-0.0368294,0.139507,0.0478132,0.52017
-57225.4,0.921817,0.231854,4,15,0,57235.7,-0.838718,0.0964697,-0.0507055,-0.0356556,0.0174026,-0.0497941,0.158929,0.369192,0.0735708,-0.051234,-0.0485485,0.0221918,-0.0385934,0.140273,0.0509656,0.516911
-57224.5,0.815474,0.231854,4,15,0,57236.9,-0.804534,0.0722267,-0.0685728,-0.0442367,0.0138738,-0.05228,0.178288,0.344943,0.0941728,-0.0550305,-0.0483388,0.0257805,-0.040827,0.129871,0.0394121,0.530938
-57220.3,1,0.231854,4,15,0,57227,-0.824125,0.0817402,-0.0730966,-0.0300605,0.012086,-0.0403765,0.172772,0.357804,0.0895412,-0.0582803,-0.0550464,0.0260809,-0.0409052,0.134878,0.0393418,0.529012
-57223.6,0.929822,0.231854,4,31,0,57226.7,-0.835031,0.0679102,-0.0545989,-0.0235017,0.00409777,-0.0461211,0.18014,0.365746,0.0809697,-0.0531778,-0.0613757,0.025626,-0.0323334,0.127862,0.0520706,0.516967
-57222,0.988554,0.231854,4,31,0,57227.9,-0.832881,0.082873,-0.0669396,-0.0302459,0.000386988,-0.0469511,0.185587,0.367258,0.0889503,-0.0461104,-0.0469923,0.026016,-0.0451879,0.12824,0.0483502,0.522314
-57223.7,0.893893,0.231854,4,31,0,57233.5,-0.833519,0.0856113,-0.0560581,-0.0197941,0.00277272,-0.0469278,0.194718,0.353244,0.0770284,-0.0421644,-0.0506992,0.028237,-0.0351993,0.129497,0.04442,0.52317
-57221.8,0.99663,0.231854,4,15,0,57230.5,-0.835059,0.0908936,-0.0547937,-0.0372519,0.0151578,-0.0396701,0.17265,0.351231,0.0850282,-0.0565123,-0.0322335,0.0129442,-0.0352168,0.142107,0.0450647,0.524344
-57220.3,0.863552,0.231854,3,7,0,57226,-0.83278,0.0896891,-0.0513468,-0.0306029,0.0111839,-0.0440767,0.176366,0.347266,0.0834925,-0.0569596,-0.0387939,0.0193415,-0.0352018,0.136164,0.0433336,0.52272
-57219.6,0.871949,0.231854,4,15,0,57224.5,-0.838507,0.0815239,-0.0573579,-0.0128714,-0.0012193,-0.0470353,0.186675,0.348786,0.0877391,-0.0451074,-0.0463717,0.0215998,-0.0389048,0.133398,0.0433987,0.526064
-57227.1,0.938061,0.231854,4,15,0,57233.7,-0.841448,0.100052,-0.056002,-0.0204538,0.00847003,-0.039471,0.178433,0.347446,0.0922254,-0.0616568,-0.0595465,0.0102397,-0.0340291,0.134953,0.0370893,0.531467
-57222.9,0.944671,0.231854,4,15,0,57233.9,-0.831946,0.0568996,-0.0358314,-0.0125224,-0.00505854,-0.0444869,0.194495,0.361641,0.0814194,-0.0447883,-0.0362633,0.0263511,-0.0431808,0.133186,0.046718,0.525122
-57222.5,0.888406,0.231854,4,31,0,57231.4,-0.828341,0.0554952,-0.057939,-0.024608,-0.0129498,-0.0395053,0.176132,0.363815,0.0804485,-0.053229,-0.0407108,0.02308,-0.0421089,0.139064,0.0460882,0.52638
-57220.6,0.854631,0.231854,4,15,0,57229.3,-0.827868,0.0739788,-0.0579088,-0.0256728,-0.00840537,-0.0421566,0.180823,0.356227,0.0831764,-0.0540761,-0.0460508,0.0260223,-0.0420889,0.137839,0.0456673,0.528145
-57224.5,0.939923,0.231854,4,15,0,57233.7,-0.856249,0.083751,-0.0451776,0.00148192,0.0031649,-0.0365179,0.194132,0.354708,0.0892317,-0.0506365,-0.0525756,0.0249733,-0.0372793,0.131518,0.0366826,0.525497
-57226.8,0.88441,0.231854,4,15,0,57232.7,-0.838433,0.0978558,-0.073481,-0.0564422,0.0122024,-0.0476474,0.167153,0.35838,0.078933,-0.0457068,-0.0339595,0.0241949,-0.0353309,0.140782,0.0544545,0.523863
