# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = eibb_regression_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/bmfazio/git-repos/tesis-pucpstat/tesis-rsrc/endes_dump.R
# init = 2 (Default)
# random
#   seed = 3906157448
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,bx.1,bx.2,bx.3,bx.4,bx.5,bx.6,bx.7,bz.1,bz.2,bz.3,bz.4,bz.5,bz.6,bz.7,rho,sigma
# Adaptation terminated
# Step size = 0.231854
# Diagonal elements of inverse mass matrix:
# 0.000334999, 0.000243471, 0.000384148, 0.000636853, 9.5037e-05, 6.08163e-05, 0.00015092, 0.000109505, 6.97973e-05, 0.000107839, 0.000185078, 3.26917e-05, 2.07949e-05, 4.1005e-05, 0.00455467, 6.93995e-05
-57228.7,0.967182,0.231854,4,15,0,57239.1,-0.850142,0.100065,-0.0332658,0.0134981,0.00643977,-0.0584277,0.190889,0.345245,0.0823726,-0.0597713,-0.028363,0.0180951,-0.0344003,0.13904,0.0437751,0.518552
-57226.8,0.994735,0.231854,4,31,0,57238.2,-0.828315,0.0851782,-0.0727409,-0.0666404,0.00330429,-0.0405355,0.163336,0.356137,0.0710254,-0.0431211,-0.039242,0.0154641,-0.0326714,0.140904,0.0505884,0.52662
-57229.1,0.952265,0.231854,4,15,0,57236.7,-0.813057,0.114416,-0.074389,-0.0913668,0.00892924,-0.0468259,0.148994,0.349344,0.0779756,-0.0415715,-0.0263193,0.0223622,-0.0412389,0.136091,0.0434324,0.520549
-57220.8,0.991079,0.231854,4,15,0,57235.4,-0.822666,0.0808433,-0.0626712,-0.0299461,-0.00183603,-0.0418994,0.173059,0.36282,0.0814624,-0.0654137,-0.0633736,0.0233131,-0.0351552,0.134726,0.0452103,0.528726
-57219.9,0.992998,0.231854,4,15,0,57224,-0.84188,0.0834047,-0.0551099,-0.0213372,0.00281299,-0.0420433,0.184989,0.358852,0.0935972,-0.0530302,-0.0546013,0.0198226,-0.0395576,0.123232,0.0467648,0.521094
-57220.6,0.981638,0.231854,4,15,0,57223.4,-0.846986,0.0631333,-0.0393419,0.0162627,0.0054645,-0.0383688,0.186777,0.367544,0.0828831,-0.0617701,-0.0621779,0.0252848,-0.0380402,0.133353,0.0467301,0.519613
-57221.3,0.952116,0.231854,4,15,0,57226,-0.835895,0.100166,-0.0574546,-0.0343305,0.00303674,-0.045766,0.183305,0.362699,0.0790212,-0.0436954,-0.0391473,0.023945,-0.0432085,0.130047,0.0454472,0.523242
-57218.8,0.96623,0.231854,4,15,0,57226.1,-0.845707,0.0858521,-0.0533963,-0.00800837,-0.00139431,-0.0386655,0.176548,0.366977,0.0817929,-0.0650983,-0.0546606,0.0249156,-0.0397225,0.134598,0.0479739,0.52177
-57220.3,0.926687,0.231854,4,15,0,57224.3,-0.829206,0.0645155,-0.0481192,-0.0315385,0.00779572,-0.045745,0.18499,0.376163,0.081574,-0.0640703,-0.0564157,0.0250865,-0.0418643,0.128485,0.0488251,0.522068
-57220.4,0.988635,0.231854,4,15,0,57223.6,-0.843728,0.0830246,-0.0645906,-0.0108097,-0.00139653,-0.0427407,0.179631,0.370546,0.0773997,-0.0493832,-0.0608651,0.0248191,-0.0375369,0.124058,0.0502832,0.518328
-57222.7,0.86589,0.231854,4,15,0,57229.5,-0.873947,0.113402,-0.0589885,-0.00616841,0.00748885,-0.0472719,0.185951,0.372818,0.0767315,-0.052123,-0.0504133,0.0215607,-0.0392993,0.135543,0.0516683,0.521529
-57225.2,0.888441,0.231854,4,15,0,57230.8,-0.879082,0.107702,-0.0523272,-0.0170931,0.0186497,-0.0410584,0.197621,0.373406,0.0730718,-0.0612846,-0.046099,0.0227688,-0.0372327,0.129284,0.0515449,0.518315
-57225.5,0.751474,0.231854,4,31,0,57240.5,-0.84685,0.081916,-0.0452115,-0.0144308,-0.023737,-0.0329339,0.168598,0.359586,0.0823818,-0.0453939,-0.0620137,0.0269192,-0.0434899,0.12885,0.0414384,0.527095
-57222,0.999287,0.231854,4,31,0,57229.2,-0.847604,0.083582,-0.0445109,0.00595112,0.0238172,-0.0555417,0.185787,0.372885,0.080773,-0.056543,-0.0674855,0.0159119,-0.0381444,0.127241,0.0490787,0.518694
-57219.9,0.776971,0.231854,4,31,0,57227.7,-0.859963,0.0928896,-0.050404,0.00989981,-0.00717329,-0.0412957,0.198998,0.366432,0.0884402,-0.0607896,-0.0568661,0.0235976,-0.0370438,0.125419,0.0476488,0.522598
-57220.4,0.949035,0.231854,4,15,0,57224.1,-0.85401,0.0749197,-0.0339216,0.00173897,0.0019184,-0.0294644,0.177738,0.35977,0.0828256,-0.0548507,-0.056851,0.0269057,-0.0406427,0.132996,0.0421026,0.526447
-57226.3,0.819895,0.231854,4,15,0,57229,-0.868268,0.108377,-0.0316499,-0.00458451,-0.0138454,-0.0382048,0.184918,0.367614,0.0773352,-0.0764335,-0.060759,0.0187137,-0.039316,0.131167,0.0396368,0.528821
-57224.9,0.884018,0.231854,4,31,0,57235.5,-0.851645,0.102504,-0.0360117,-0.0415311,-0.000169681,-0.026097,0.162273,0.357704,0.0737896,-0.0515159,-0.0493837,0.0226301,-0.037997,0.138361,0.0410676,0.52702
-57224.3,0.761599,0.231854,4,15,0,57236.3,-0.846764,0.0590865,-0.0632789,0.038672,0.00492156,-0.0407847,0.20799,0.367087,0.0875016,-0.0442888,-0.0617166,0.0270134,-0.0389438,0.124062,0.0479757,0.521334
-57224.1,0.910468,0.231854,4,15,0,57232.3,-0.857421,0.0811579,-0.0182168,-0.0180187,-0.0165819,-0.0383646,0.182479,0.357353,0.0929344,-0.0690945,-0.0541173,0.0279783,-0.0416515,0.133182,0.0449787,0.524499
-57225.3,0.905993,0.231854,4,15,0,57231.2,-0.864791,0.0910669,-0.0129045,-0.0207301,-0.00960453,-0.0318152,0.181627,0.363022,0.100701,-0.0693429,-0.0519807,0.0296807,-0.0454045,0.132512,0.044566,0.525691
-57226.6,0.990981,0.231854,4,15,0,57233,-0.842563,0.0867436,-0.0946518,0.0135351,0.00495729,-0.0450947,0.190625,0.346687,0.0770062,-0.0288628,-0.0385973,0.0141361,-0.032486,0.136197,0.0454663,0.52373
-57220.5,0.802899,0.231854,4,31,0,57234.8,-0.830326,0.0733481,-0.0602381,-0.0563605,-0.00343056,-0.0324516,0.173859,0.363592,0.0833631,-0.0535125,-0.0374952,0.0246636,-0.0426942,0.137134,0.043726,0.525601
-57223.9,0.908899,0.231854,5,31,0,57227,-0.820939,0.0901668,-0.0520744,-0.0281869,0.0122083,-0.0578492,0.193523,0.360723,0.0869103,-0.0600407,-0.057756,0.0197521,-0.0350008,0.123497,0.0469857,0.525652
-57231.9,0.858838,0.231854,4,15,0,57237.8,-0.851665,0.0965369,-0.0329037,0.0161165,0.0197472,-0.0434668,0.173317,0.386618,0.0578239,-0.0555406,-0.0684752,0.0212469,-0.0385223,0.135868,0.0454282,0.522513
-57226.9,1,0.231854,4,15,0,57237.9,-0.848929,0.0826604,-0.0506211,-0.00874242,-0.00883934,-0.041554,0.198735,0.373186,0.0686093,-0.0674619,-0.03508,0.0188983,-0.0371392,0.130209,0.0476035,0.521975
-57223.9,0.827918,0.231854,3,7,0,57234.5,-0.838556,0.0807212,-0.0325593,-0.000171058,-0.0012139,-0.0428989,0.19191,0.362561,0.0732116,-0.0622799,-0.04982,0.0182484,-0.0383935,0.131107,0.0481063,0.522589
-57227,0.958936,0.231854,4,15,0,57236.8,-0.846029,0.0971672,-0.0695924,-0.0290302,-0.0048233,-0.0366095,0.174521,0.334067,0.099907,-0.0301766,-0.0171707,0.0238038,-0.0415744,0.14204,0.0418469,0.530589
-57223.4,0.981803,0.231854,4,15,0,57234.9,-0.819177,0.0744216,-0.0495763,-0.0369033,0.0161757,-0.050433,0.173451,0.351407,0.0961809,-0.0549286,-0.041126,0.0312886,-0.0418271,0.140151,0.0425863,0.52979
-57228.8,0.883932,0.231854,4,15,0,57235.4,-0.858991,0.111966,-0.0544238,-0.0140728,0.0076895,-0.0400395,0.177204,0.363312,0.0780639,-0.0663162,-0.0741175,0.00963273,-0.0341666,0.125291,0.0382342,0.526792
-57223.3,1,0.231854,4,15,0,57234.8,-0.814376,0.0862871,-0.0713159,-0.0555757,0.0158194,-0.0470046,0.164128,0.364755,0.0774177,-0.0739756,-0.0613697,0.0207488,-0.0376644,0.133344,0.0442303,0.529365
-57220.9,0.939388,0.231854,4,31,0,57231.3,-0.855307,0.0889519,-0.0303036,0.00556489,-0.00816693,-0.0407024,0.180844,0.350117,0.0860563,-0.0486564,-0.0477207,0.0221012,-0.0387854,0.133732,0.0424016,0.522825
-57221.8,0.851885,0.231854,4,31,0,57227.1,-0.846544,0.093661,-0.0715786,-0.0179255,0.00930498,-0.0462456,0.185982,0.373415,0.0741068,-0.0599647,-0.0534542,0.021216,-0.0437367,0.130122,0.0488761,0.52195
-57223.9,0.925932,0.231854,4,15,0,57229.6,-0.804424,0.0835243,-0.0602079,-0.0609985,0.00988654,-0.0535824,0.158223,0.363518,0.0885866,-0.0513512,-0.0528647,0.0190002,-0.0382668,0.131231,0.0452689,0.521797
-57222.4,0.943327,0.231854,4,15,0,57230.9,-0.827318,0.0795326,-0.0611243,0.000663962,-0.00191051,-0.0481658,0.185691,0.362621,0.0833498,-0.0504758,-0.0451771,0.0195797,-0.038581,0.137899,0.0440214,0.528761
-57223.4,0.94804,0.231854,4,15,0,57230.4,-0.824109,0.0820161,-0.0796175,-0.0548902,-0.00641076,-0.0375483,0.167301,0.343116,0.090379,-0.0504081,-0.0379404,0.0296218,-0.037106,0.133726,0.042058,0.524966
-57221.2,0.988475,0.231854,4,31,0,57231.4,-0.831693,0.0784412,-0.0403259,-0.0302269,-0.00995037,-0.035095,0.169915,0.358748,0.0881592,-0.0458189,-0.0516179,0.0260909,-0.0411064,0.135563,0.0415862,0.525936
-57221.5,0.989271,0.231854,4,31,0,57227.1,-0.846371,0.0799669,-0.0639088,-0.00765132,0.00424522,-0.0386088,0.200921,0.372405,0.0851049,-0.0655506,-0.0726867,0.0255066,-0.0423474,0.125645,0.0465337,0.526002
-57219.9,0.869485,0.231854,4,15,0,57227.8,-0.847616,0.0924753,-0.0473029,-0.0300372,-0.000787567,-0.0448819,0.182545,0.360525,0.0786128,-0.0640016,-0.0428957,0.0235522,-0.0382832,0.136583,0.0451498,0.526901
-57219.7,0.916944,0.231854,4,15,0,57224.7,-0.848676,0.09196,-0.0500968,-0.00818756,0.00930988,-0.0443064,0.184166,0.363379,0.0848097,-0.0532769,-0.0396079,0.0240824,-0.0396762,0.133396,0.0502351,0.519804
-57226.2,0.62076,0.231854,4,31,0,57234.4,-0.867345,0.0933907,-0.0457305,-0.00775242,-0.0103157,-0.0294711,0.198517,0.37069,0.0804753,-0.0588999,-0.0500387,0.0240059,-0.039921,0.124011,0.0464966,0.532083
-57230,0.991623,0.231854,4,15,0,57236.3,-0.888633,0.0655283,-0.0174899,0.0664568,-0.00282043,-0.0368089,0.205901,0.379139,0.0841345,-0.0580335,-0.0808426,0.0227694,-0.0399354,0.128434,0.0469524,0.51325
-57226.9,0.96481,0.231854,4,15,0,57235.8,-0.845526,0.0549591,-0.0193043,0.0204245,0.00398713,-0.0413648,0.20721,0.365503,0.0905528,-0.0676837,-0.0592322,0.025999,-0.0403454,0.119894,0.0497038,0.527041
-57222,0.705001,0.231854,4,31,0,57240.8,-0.831535,0.0924797,-0.0515703,-0.00966197,0.00691574,-0.0485881,0.174994,0.355004,0.0917559,-0.039949,-0.0501023,0.0230594,-0.0399183,0.135497,0.0419457,0.525578
-57221.6,1,0.231854,4,15,0,57224.9,-0.83617,0.0787983,-0.0374982,-0.0287135,0.00789875,-0.0362205,0.17615,0.356493,0.0802869,-0.0558868,-0.0395776,0.0192955,-0.0354776,0.13144,0.0456575,0.528479
-57223.2,0.952009,0.231854,4,15,0,57232.5,-0.856853,0.0860972,-0.0581961,0.0146508,-0.00832521,-0.0350773,0.176108,0.362518,0.0868484,-0.0563871,-0.0756118,0.0202413,-0.0357683,0.130065,0.0419489,0.525406
-57221.7,0.918287,0.231854,3,15,0,57230.6,-0.868686,0.0963499,-0.0538809,0.0191494,0.00216764,-0.0400859,0.200118,0.353091,0.092423,-0.0548479,-0.0507441,0.0293357,-0.0411817,0.13077,0.0447601,0.523932
-57221.6,0.875853,0.231854,5,47,0,57228.9,-0.823732,0.0845434,-0.0893548,-0.0400361,0.0134007,-0.050727,0.180852,0.357262,0.0856871,-0.0446466,-0.0489724,0.024873,-0.042182,0.133811,0.0458231,0.525037
-57227.4,0.78072,0.231854,3,7,0,57235.4,-0.819355,0.079606,-0.0976492,-0.0106701,0.0171245,-0.0436921,0.176848,0.363302,0.0879743,-0.0507245,-0.0517606,0.028388,-0.0392682,0.139775,0.0475939,0.523973
-57221.2,1,0.231854,4,15,0,57233.4,-0.826858,0.0788997,-0.0554118,-0.0192925,0.00438282,-0.0474386,0.177193,0.359902,0.0817297,-0.0541164,-0.0464397,0.0139112,-0.038147,0.132351,0.0410987,0.527924
-57222.3,0.892854,0.231854,4,15,0,57227.2,-0.84313,0.0760226,-0.0601551,-0.00580637,0.00642481,-0.0357613,0.189199,0.351507,0.0839348,-0.0377254,-0.0450939,0.0276139,-0.0380748,0.138473,0.0447029,0.52325
-57224.3,0.995922,0.231854,4,23,0,57227.8,-0.820575,0.0736308,-0.0756119,-0.0459623,0.000934916,-0.0449119,0.169534,0.343742,0.0942463,-0.0383729,-0.0253612,0.0166368,-0.0397949,0.134511,0.0472679,0.526332
-57232.8,0.845668,0.231854,4,31,0,57240.9,-0.837093,0.0831899,-0.059614,-0.0244521,-0.0129581,-0.0423718,0.188557,0.345916,0.0772816,-0.0463278,-0.0197088,0.0245428,-0.0347564,0.149493,0.0530473,0.525785
-57227.6,1,0.231854,4,15,0,57244.6,-0.845053,0.0665677,-0.0437306,0.00295775,0.0272054,-0.0474825,0.179589,0.36751,0.0962527,-0.0626003,-0.0894144,0.0228341,-0.0379988,0.121229,0.045056,0.526686
-57227.1,0.991186,0.231854,4,15,0,57234.1,-0.832631,0.0748217,-0.0432807,0.00284928,0.0296346,-0.0528329,0.183326,0.3705,0.0947656,-0.0664007,-0.091762,0.0262284,-0.0389752,0.122098,0.0451228,0.523013
-57227.1,0.907463,0.231854,4,15,0,57235.9,-0.879696,0.0908571,-0.056371,-0.0085986,-0.0261079,-0.0258047,0.177539,0.363157,0.0711001,-0.0481015,-0.0344741,0.0259663,-0.038957,0.139402,0.046853,0.523784
-57225.2,0.710514,0.231854,4,31,0,57237.2,-0.824451,0.0826923,-0.0903308,-0.0559343,-0.0102284,-0.029172,0.179746,0.354371,0.0889212,-0.0496499,-0.0507576,0.028891,-0.0466248,0.131922,0.0425846,0.528292
-57227.1,0.962284,0.231854,4,15,0,57232.4,-0.82726,0.0936862,-0.0797287,-0.0661287,-0.0215978,-0.0268869,0.16327,0.359147,0.0909914,-0.0477835,-0.0532144,0.0293137,-0.0444158,0.127952,0.0403998,0.532493
-57229.8,0.902127,0.231854,4,15,0,57237.4,-0.833431,0.0984152,-0.066313,-0.0730293,-0.0162699,-0.0306989,0.161638,0.350705,0.0867247,-0.038899,-0.057104,0.0275208,-0.0417092,0.129101,0.0414781,0.534945
-57221.9,0.999179,0.231854,4,15,0,57234.5,-0.819837,0.0745355,-0.0940169,-0.0405792,-0.00277067,-0.0334271,0.178377,0.359299,0.083226,-0.0562878,-0.0460763,0.0243512,-0.04075,0.135654,0.0396878,0.524625
-57221.6,0.936282,0.231854,4,15,0,57228.3,-0.843288,0.106787,-0.037652,-0.0374824,0.00191778,-0.043279,0.169552,0.355831,0.0852746,-0.0447826,-0.0511601,0.0259309,-0.0406651,0.129936,0.0419646,0.52542
-57221.5,0.937907,0.231854,4,15,0,57226,-0.835705,0.10736,-0.0492087,-0.0425762,-0.00518949,-0.0431844,0.177238,0.354162,0.0819816,-0.0484303,-0.0471977,0.0246392,-0.0381984,0.131178,0.0416206,0.528541
-57223.3,0.84029,0.231854,4,15,0,57232,-0.829235,0.0536882,-0.0529035,-0.0322036,0.00249847,-0.0371837,0.177744,0.348389,0.0920757,-0.0421144,-0.0278582,0.0206592,-0.0399139,0.137741,0.0430391,0.529721
-57220.6,0.959114,0.231854,4,15,0,57232.6,-0.825327,0.0823691,-0.070138,-0.0219887,0.00421732,-0.0550127,0.176225,0.359355,0.0865157,-0.0498254,-0.0560351,0.021977,-0.0335073,0.129144,0.0467462,0.519103
-57223.1,0.869396,0.231854,4,15,0,57233.7,-0.838344,0.0786575,-0.0539313,-0.0222605,0.0312081,-0.0518304,0.172931,0.366743,0.0855319,-0.0622576,-0.0615407,0.0190561,-0.0362293,0.128654,0.0515912,0.519984
-57223.3,0.921624,0.231854,4,15,0,57229.8,-0.857255,0.0888276,-0.0213587,0.00467554,0.000837922,-0.0563326,0.195884,0.358345,0.0892602,-0.0582451,-0.0530508,0.0221947,-0.0368537,0.13393,0.0440575,0.526039
-57220.7,0.982517,0.231854,4,15,0,57227.7,-0.857184,0.095942,-0.0491391,0.000380709,0.0188929,-0.0454692,0.178783,0.357268,0.0801995,-0.053386,-0.0453174,0.0215097,-0.0373839,0.133896,0.0422326,0.522568
-57223.9,0.90796,0.231854,4,31,0,57226.5,-0.798471,0.0616198,-0.0767751,-0.0462474,8.48803e-05,-0.0440549,0.163665,0.346653,0.0875716,-0.0530185,-0.0451845,0.0229649,-0.0376047,0.133171,0.0480363,0.528075
-57227,0.85904,0.231854,4,15,0,57231.3,-0.794821,0.073868,-0.0780946,-0.0425405,0.0215573,-0.0499363,0.167191,0.357737,0.0860218,-0.0491232,-0.0387449,0.0175818,-0.0385096,0.131175,0.0436456,0.51896
-57222.1,0.964007,0.231854,4,15,0,57232.9,-0.835055,0.0788245,-0.0379341,-0.0154594,0.00633566,-0.0462339,0.178954,0.348316,0.0855479,-0.0579449,-0.0428855,0.0213886,-0.0361066,0.137342,0.0492012,0.52698
-57223,0.848139,0.231854,4,15,0,57236.3,-0.852123,0.100494,-0.0556719,-0.0161083,0.00978078,-0.0428914,0.185482,0.345356,0.0828864,-0.0356781,-0.0369909,0.0169535,-0.0370135,0.132604,0.0468265,0.519515
-57221.8,0.99165,0.231854,4,15,0,57228.3,-0.821503,0.0831082,-0.0565714,-0.0337852,0.00390776,-0.0445491,0.167337,0.37478,0.0800489,-0.0754792,-0.0618747,0.0233505,-0.0392161,0.133684,0.0434044,0.52861
-57222.7,0.993023,0.231854,4,31,0,57227.5,-0.837373,0.0765184,-0.0267742,-0.0104642,0.0195564,-0.0471462,0.181751,0.372688,0.0823605,-0.08089,-0.0653577,0.0192509,-0.0366489,0.127868,0.0430438,0.525355
-57222.7,0.943767,0.231854,4,15,0,57229.4,-0.838166,0.08268,-0.0744842,-0.0336892,-0.00616278,-0.0389219,0.182773,0.354817,0.085273,-0.0371752,-0.0381531,0.0291253,-0.0381679,0.127183,0.048741,0.524216
-57221.1,0.993135,0.231854,4,15,0,57226.9,-0.846212,0.0946625,-0.0636077,-0.0365912,0.00512731,-0.0377993,0.165666,0.353427,0.0849382,-0.0602649,-0.0336522,0.020956,-0.0379165,0.138969,0.0443449,0.521318
-57225.6,0.900361,0.231854,3,7,0,57228.1,-0.837604,0.0998765,-0.0622742,-0.0676187,0.00260746,-0.0371991,0.161218,0.36023,0.08645,-0.0559154,-0.0350341,0.0153603,-0.039844,0.144154,0.0453455,0.52133
-57221.3,0.994202,0.231854,4,15,0,57230.7,-0.814207,0.0750568,-0.0828022,-0.0392657,0.00519096,-0.0474003,0.178028,0.360974,0.0836692,-0.0463312,-0.0584079,0.0309793,-0.0407733,0.124244,0.043508,0.525807
-57220.1,0.862055,0.231854,5,31,0,57226.4,-0.84416,0.094633,-0.0379545,-0.0116122,0.00738932,-0.0463672,0.177627,0.352638,0.0886501,-0.0473332,-0.0319784,0.0241152,-0.0390071,0.135594,0.0442544,0.525351
-57223.4,0.917282,0.231854,5,31,0,57229.7,-0.850418,0.0856455,-0.060298,-0.0131714,-0.00102419,-0.0442716,0.177472,0.377027,0.0939081,-0.057536,-0.0775428,0.0316669,-0.0420179,0.12215,0.0479064,0.521347
-57226.6,0.954742,0.231854,4,31,0,57235.5,-0.799849,0.0637041,-0.0506655,-0.0267419,0.0237919,-0.0565776,0.168402,0.34951,0.0810796,-0.0452205,-0.0423891,0.0100223,-0.0301461,0.140661,0.0456191,0.52341
-57227.5,0.991275,0.231854,4,31,0,57236.5,-0.814974,0.0696463,-0.0535875,-0.0485053,0.0152453,-0.053057,0.17393,0.356855,0.106598,-0.0668148,-0.0457494,0.0308319,-0.0419382,0.129928,0.0448079,0.519555
-57226.1,0.937851,0.231854,4,15,0,57240.1,-0.834739,0.0652564,-0.0772939,-0.0352761,-0.0101533,-0.0281917,0.168655,0.345093,0.0803057,-0.0346952,-0.0332194,0.0245322,-0.0362364,0.140765,0.0439627,0.529737
-57225.3,0.993434,0.231854,4,15,0,57231.1,-0.832916,0.0663062,-0.0819474,-0.033954,-0.0123252,-0.02986,0.172299,0.34378,0.0799153,-0.0374882,-0.0313193,0.0251378,-0.0366734,0.140365,0.0427853,0.529056
-57222.4,0.927051,0.231854,5,31,0,57236.1,-0.842639,0.089984,-0.035369,-0.0127231,0.0150399,-0.0556319,0.178601,0.368629,0.0896295,-0.0734173,-0.0607208,0.0242377,-0.0357079,0.130608,0.048978,0.524709
-57224.9,0.968183,0.231854,4,15,0,57231.9,-0.845879,0.0909196,-0.0709363,-0.0379224,0.0224,-0.0499297,0.182444,0.355977,0.0841662,-0.0465937,-0.0516352,0.0130861,-0.0324805,0.12992,0.0492151,0.514542
-57225.3,0.98054,0.231854,4,15,0,57232.2,-0.833218,0.0941649,-0.0842501,-0.0387257,0.0178707,-0.0460764,0.189571,0.369016,0.0840939,-0.0594605,-0.0546611,0.0152451,-0.0355577,0.126359,0.0470288,0.515817
-57224.3,0.925036,0.231854,4,15,0,57231.1,-0.859609,0.113373,-0.0303764,0.00370863,0.0104366,-0.0500046,0.171545,0.368655,0.0748018,-0.0515364,-0.0504233,0.0224216,-0.0360906,0.134563,0.0483454,0.524932
-57224.7,0.991814,0.231854,4,15,0,57229.4,-0.804836,0.0523256,-0.0926168,-0.0429844,0.00931016,-0.0436105,0.179139,0.361206,0.0891315,-0.0637401,-0.0695829,0.0211793,-0.0393923,0.126812,0.0427663,0.523074
-57220.9,0.973457,0.231854,4,15,0,57233.1,-0.844098,0.0838237,-0.0288607,-0.0011409,0.00944997,-0.052576,0.183709,0.347473,0.0879248,-0.0496764,-0.0364686,0.0222586,-0.0355114,0.138326,0.0485473,0.522782
-57222.2,0.805436,0.231854,5,31,0,57230.6,-0.812218,0.0647751,-0.0927832,-0.0443263,-0.00330856,-0.0342253,0.170189,0.360794,0.0875319,-0.052917,-0.0611486,0.0258976,-0.0409788,0.13368,0.0412207,0.5237
-57224.1,0.79733,0.231854,4,15,0,57233.5,-0.805867,0.0593764,-0.0976361,-0.0342652,0.00924719,-0.043922,0.190702,0.351935,0.0959846,-0.0487961,-0.0501666,0.0265538,-0.0404305,0.134175,0.0442735,0.523005
-57225.4,0.91496,0.231854,4,15,0,57233.8,-0.802521,0.074189,-0.0436819,-0.0404309,0.0140824,-0.0648288,0.165707,0.353472,0.0921153,-0.0521499,-0.0560204,0.0181897,-0.0356756,0.132091,0.0423429,0.529029
-57223.7,0.950274,0.231854,4,15,0,57234.8,-0.806906,0.0715591,-0.0423174,-0.04351,0.0149158,-0.0634606,0.167374,0.352312,0.0885867,-0.0563719,-0.0467993,0.0188017,-0.0353568,0.134362,0.042779,0.529499
-57227.5,0.799658,0.231854,4,15,0,57234.5,-0.79855,0.0579539,-0.110197,-0.067263,-0.00358113,-0.0316825,0.166172,0.355796,0.0975278,-0.0462001,-0.0502894,0.0205269,-0.0425481,0.134653,0.0414777,0.525137
-57230.7,0.970264,0.231854,4,15,0,57237.6,-0.788437,0.0578957,-0.121148,-0.0821487,0.000856535,-0.0391161,0.170288,0.352019,0.100182,-0.0489252,-0.0452805,0.0212228,-0.04191,0.133881,0.0394207,0.524559
-57227.2,0.943396,0.231854,4,15,0,57238.5,-0.80933,0.0560657,-0.0617575,-0.0629413,-0.000149887,-0.050897,0.154,0.346531,0.0871423,-0.047221,-0.0379044,0.0207239,-0.0337121,0.132136,0.0472887,0.528205
-57222.4,0.94321,0.231854,4,31,0,57235.9,-0.859479,0.0775877,-0.0666893,-0.00190457,-0.00850406,-0.0235513,0.191438,0.365976,0.0843681,-0.0594111,-0.0464653,0.0252185,-0.045286,0.132184,0.0434173,0.521588
-57226.1,0.746968,0.231854,4,15,0,57232.3,-0.841074,0.0686001,-0.023233,-0.00517587,-0.017281,-0.039286,0.179165,0.34601,0.0849913,-0.044369,-0.0494461,0.0227928,-0.0341666,0.135711,0.0462924,0.521078
-57220.1,1,0.231854,4,15,0,57228.6,-0.843557,0.0754001,-0.0657973,-0.0124393,-0.00290546,-0.0452146,0.186806,0.361349,0.0864181,-0.0465472,-0.0371871,0.0268948,-0.0423134,0.13199,0.0462083,0.52358
-57224,0.948636,0.231854,3,7,0,57226.4,-0.833201,0.0712067,-0.0548155,-0.00854152,0.00593699,-0.041457,0.181746,0.348608,0.0851453,-0.0398915,-0.0419033,0.0315169,-0.0373598,0.134846,0.0458859,0.519271
-57227.9,0.86013,0.231854,4,15,0,57233.6,-0.856597,0.0904696,-0.0561631,-0.0326014,0.0117809,-0.0395512,0.171111,0.36718,0.0794983,-0.0574067,-0.0676705,0.0218903,-0.0320402,0.131477,0.0476634,0.529686
-57228.3,0.996153,0.231854,4,15,0,57237.3,-0.829231,0.0827115,-0.0675167,-0.0207985,0.0175031,-0.0477135,0.184911,0.360348,0.0998074,-0.0505299,-0.0522471,0.024895,-0.0482601,0.127377,0.0414953,0.520516
-57219.9,0.994203,0.231854,3,7,0,57231.7,-0.824104,0.0822453,-0.0739755,-0.0184378,0.0107359,-0.04536,0.184993,0.353697,0.093389,-0.0457995,-0.0526814,0.0255522,-0.0407868,0.126531,0.0442255,0.52555
-57222.5,0.887257,0.231854,4,15,0,57228.4,-0.829873,0.074312,-0.0376681,-0.000811856,-0.00327338,-0.0433012,0.17965,0.372203,0.0788106,-0.0715999,-0.0638254,0.0201,-0.0426718,0.129,0.041586,0.528332
-57220.5,0.850248,0.231854,5,47,0,57227.2,-0.847873,0.0949812,-0.0603015,-0.0181724,0.00136061,-0.0435453,0.182302,0.353388,0.0910117,-0.0429916,-0.0399228,0.0267036,-0.0413168,0.136066,0.0470921,0.518031
-57228.8,0.718551,0.231854,4,15,0,57236.6,-0.844732,0.0744421,-0.031372,0.0187127,-0.00426273,-0.0333544,0.181685,0.367342,0.0812568,-0.0725289,-0.0649873,0.0173592,-0.0427162,0.122689,0.0401298,0.535093
